localminute,dataid,use,car1,gen
2016-05-01 00:00:00-05,114,0.73520000000000000000,0.00000000000000000000,-0.00675000000000000000
2016-05-01 01:00:00-05,114,0.38780000000000000000,0.00000000000000000000,-0.00780000000000000000
2016-05-01 02:00:00-05,114,0.34985000000000000000,0.00000000000000000000,-0.00963333333333333333
2016-05-01 03:00:00-05,114,0.26926666666666666667,0.00000000000000000000,-0.00838333333333333333
2016-05-01 04:00:00-05,114,0.30443333333333333333,0.00000000000000000000,-0.00900000000000000000
2016-05-01 05:00:00-05,114,0.23746666666666666667,0.00000000000000000000,-0.00791666666666666667
2016-05-01 06:00:00-05,114,0.24046666666666666667,0.00000000000000000000,-0.00805000000000000000
2016-05-01 07:00:00-05,114,0.27946666666666666667,0.00000000000000000000,0.09880000000000000000
2016-05-01 08:00:00-05,114,0.32891666666666666667,0.00000000000000000000,0.33886666666666666667
2016-05-01 09:00:00-05,114,2.1942333333333333,0.00000000000000000000,0.38021666666666666667
2016-05-01 10:00:00-05,114,1.8267166666666667,0.00000000000000000000,0.38966666666666666667
2016-05-01 11:00:00-05,114,0.67373333333333333333,0.00000000000000000000,0.49030000000000000000
2016-05-01 12:00:00-05,114,0.44495000000000000000,0.00000000000000000000,1.1969000000000000
2016-05-01 13:00:00-05,114,0.74700000000000000000,0.00000000000000000000,1.4457500000000000
2016-05-01 14:00:00-05,114,0.45885000000000000000,0.00000000000000000000,1.1709666666666667
2016-05-01 15:00:00-05,114,0.75571666666666666667,0.00000000000000000000,1.1270666666666667
2016-05-01 16:00:00-05,114,0.96998333333333333333,0.00000000000000000000,1.5378500000000000
2016-05-01 17:00:00-05,114,1.4695000000000000,0.00000000000000000000,0.99435000000000000000
2016-05-01 18:00:00-05,114,1.5823333333333333,0.00000000000000000000,0.34513333333333333333
2016-05-01 19:00:00-05,114,1.8440833333333333,0.00000000000000000000,0.05028333333333333333
2016-05-01 20:00:00-05,114,2.9319666666666667,0.00000000000000000000,-0.01150000000000000000
2016-05-01 21:00:00-05,114,0.86158333333333333333,0.00000000000000000000,-0.01023333333333333333
2016-05-01 22:00:00-05,114,0.47963333333333333333,0.00000000000000000000,-0.00953333333333333333
2016-05-01 23:00:00-05,114,0.61866666666666666667,0.00000000000000000000,-0.00856666666666666667
2016-05-02 00:00:00-05,114,0.47033333333333333333,0.00000000000000000000,-0.00878333333333333333
2016-05-02 01:00:00-05,114,0.28523333333333333333,0.00000000000000000000,-0.00896666666666666667
2016-05-02 02:00:00-05,114,0.30070000000000000000,0.00000000000000000000,-0.00920000000000000000
