localminute,dataid,use,car1,gen
2015-05-01 00:00:00-05,114,0.72975000000000000000,0.00000000000000000000,-0.00950000000000000000
2015-05-01 01:00:00-05,114,0.65630000000000000000,0.00000000000000000000,-0.00833333333333333333
2015-05-01 02:00:00-05,114,0.38650000000000000000,0.00000000000000000000,-0.00901666666666666667
2015-05-01 03:00:00-05,114,0.34135000000000000000,0.00000000000000000000,-0.00948333333333333333
2015-05-01 04:00:00-05,114,0.33405000000000000000,0.00000000000000000000,-0.00933333333333333333
2015-05-01 05:00:00-05,114,0.31166666666666666667,0.00000000000000000000,-0.00888333333333333333
2015-05-01 06:00:00-05,114,0.50070000000000000000,0.00000000000000000000,-0.01345000000000000000
2015-05-01 07:00:00-05,114,0.82565000000000000000,0.00000000000000000000,0.03736666666666666667
2015-05-01 08:00:00-05,114,0.50416666666666666667,0.00000000000000000000,0.48628333333333333333
2015-05-01 09:00:00-05,114,0.40298333333333333333,0.00000000000000000000,1.3392166666666667
2015-05-01 10:00:00-05,114,0.37031666666666666667,0.00000000000000000000,1.9488666666666667
2015-05-01 11:00:00-05,114,0.32141666666666666667,0.00000000000000000000,2.3507833333333333
2015-05-01 12:00:00-05,114,0.33478333333333333333,0.00000000000000000000,2.5766000000000000
2015-05-01 13:00:00-05,114,1.5623166666666667,0.00000000000000000000,2.5419666666666667
2015-05-01 14:00:00-05,114,0.80635000000000000000,0.00000000000000000000,2.4578666666666667
2015-05-01 15:00:00-05,114,3.4665000000000000,0.00000000000000000000,2.3370833333333333
2015-05-01 16:00:00-05,114,4.8687500000000000,0.00000000000000000000,1.8340666666666667
2015-05-01 17:00:00-05,114,3.6329166666666667,0.69955000000000000000,1.1855333333333333
2015-05-01 18:00:00-05,114,3.9728666666666667,2.2919666666666667,0.40760000000000000000
2015-05-01 19:00:00-05,114,1.0760666666666667,0.00000000000000000000,0.03591666666666666667
2015-05-01 20:00:00-05,114,1.1143833333333333,0.00000000000000000000,-0.01226666666666666667
2015-05-01 21:00:00-05,114,1.1694666666666667,0.00000000000000000000,-0.01100000000000000000
2015-05-01 22:00:00-05,114,0.82855000000000000000,0.00000000000000000000,-0.01063333333333333333
2015-05-01 23:00:00-05,114,0.44981666666666666667,0.00000000000000000000,-0.00838333333333333333
2015-05-02 00:00:00-05,114,0.30580000000000000000,0.00000000000000000000,-0.00871666666666666667
2015-05-02 01:00:00-05,114,0.28870000000000000000,0.00000000000000000000,-0.00863333333333333333
2015-05-02 02:00:00-05,114,0.29446666666666666667,0.00000000000000000000,-0.00868333333333333333
2015-05-02 03:00:00-05,114,0.30790000000000000000,0.00000000000000000000,-0.00893333333333333333
2015-05-02 04:00:00-05,114,0.39063333333333333333,0.00000000000000000000,-0.01001666666666666667
2015-05-02 05:00:00-05,114,0.32863333333333333333,0.00000000000000000000,-0.00936666666666666667
2015-05-02 06:00:00-05,114,0.39710000000000000000,0.00000000000000000000,-0.01078333333333333333
2015-05-02 07:00:00-05,114,0.48445000000000000000,0.00000000000000000000,0.04816666666666666667
2015-05-02 08:00:00-05,114,0.65241666666666666667,0.00000000000000000000,0.48303333333333333333
