localminute,dataid,use,car1,gen
2015-05-01 00:00:00-05,26,0.44943333333333333333,0.09100000000000000000,-0.00051666666666666667
2015-05-01 01:00:00-05,26,0.40931666666666666667,0.01671666666666666667,-0.000066666666666666666667
2015-05-01 02:00:00-05,26,0.38881666666666666667,0.00500000000000000000,-0.00013333333333333333
2015-05-01 03:00:00-05,26,0.37143333333333333333,0.00500000000000000000,-0.00085000000000000000
2015-05-01 04:00:00-05,26,0.44296666666666666667,0.00500000000000000000,-0.00156666666666666667
2015-05-01 05:00:00-05,26,0.48291666666666666667,0.00500000000000000000,-0.00108333333333333333
2015-05-01 06:00:00-05,26,0.62856666666666666667,0.00500000000000000000,-0.00221666666666666667
2015-05-01 07:00:00-05,26,0.57873333333333333333,0.04180000000000000000,0.13155000000000000000
2015-05-01 08:00:00-05,26,0.24836666666666666667,0.00500000000000000000,1.0697000000000000
2015-05-01 09:00:00-05,26,0.31890000000000000000,0.00500000000000000000,2.3230500000000000
2015-05-01 10:00:00-05,26,0.34460000000000000000,0.00500000000000000000,3.2318333333333333
2015-05-01 11:00:00-05,26,0.33593333333333333333,0.00500000000000000000,3.7767833333333333
2015-05-01 12:00:00-05,26,0.25978333333333333333,0.00500000000000000000,4.0587500000000000
2015-05-01 13:00:00-05,26,0.24571666666666666667,0.00500000000000000000,4.0250166666666667
2015-05-01 14:00:00-05,26,0.47353333333333333333,0.00500000000000000000,4.0846666666666667
2015-05-01 15:00:00-05,26,1.2266833333333333,0.00500000000000000000,3.6777500000000000
2015-05-01 16:00:00-05,26,1.1469166666666667,0.00500000000000000000,2.9304333333333333
2015-05-01 17:00:00-05,26,1.3028333333333333,0.00500000000000000000,1.9666000000000000
2015-05-01 18:00:00-05,26,3.6075166666666667,2.4052833333333333,0.77941666666666666667
2015-05-01 19:00:00-05,26,4.5061000000000000,1.6847500000000000,0.12583333333333333333
2015-05-01 20:00:00-05,26,0.78326666666666666667,0.09006666666666666667,0.00375000000000000000
2015-05-01 21:00:00-05,26,2.3586833333333333,1.1468333333333333,0.00500000000000000000
2015-05-01 22:00:00-05,26,3.7211000000000000,0.01363333333333333333,0.00881666666666666667
2015-05-01 23:00:00-05,26,0.58990000000000000000,0.00500000000000000000,-0.000016666666666666666667
2015-05-02 00:00:00-05,26,1.3780000000000000,0.00500000000000000000,0.00141666666666666667
2015-05-02 01:00:00-05,26,0.36850000000000000000,0.00500000000000000000,-0.00015000000000000000
2015-05-02 02:00:00-05,26,0.34071666666666666667,0.00500000000000000000,-0.00041666666666666667
2015-05-02 03:00:00-05,26,0.33396666666666666667,0.00500000000000000000,-0.00103333333333333333
2015-05-02 04:00:00-05,26,0.47153333333333333333,0.00500000000000000000,-0.00115000000000000000
2015-05-02 05:00:00-05,26,0.46573333333333333333,0.00500000000000000000,-0.00121666666666666667
2015-05-02 06:00:00-05,26,0.35428333333333333333,0.00500000000000000000,-0.00118333333333333333
2015-05-02 07:00:00-05,26,0.33398333333333333333,0.00500000000000000000,0.14890000000000000000
2015-05-02 08:00:00-05,26,0.36218333333333333333,0.00500000000000000000,1.1029166666666667
2015-05-02 09:00:00-05,26,0.37905000000000000000,0.00500000000000000000,2.2806166666666667
2015-05-02 10:00:00-05,26,0.74841666666666666667,0.00500000000000000000,3.1984333333333333
2015-05-02 11:00:00-05,26,1.0323500000000000,0.00500000000000000000,3.7776333333333333
2015-05-02 12:00:00-05,26,1.1339666666666667,0.00500000000000000000,4.1286833333333333
2015-05-02 13:00:00-05,26,0.64693333333333333333,0.00500000000000000000,4.0167166666666667
2015-05-02 14:00:00-05,26,0.69346666666666666667,0.20071666666666666667,3.2601166666666667
2015-05-02 15:00:00-05,26,4.1689000000000000,3.4939500000000000,3.0396666666666667
2015-05-02 16:00:00-05,26,3.3692666666666667,2.4612000000000000,2.5507333333333333
2015-05-02 17:00:00-05,26,2.5674166666666667,0.56301666666666666667,2.0865666666666667
2015-05-02 18:00:00-05,26,3.4115000000000000,2.2247166666666667,0.67536666666666666667
2015-05-02 19:00:00-05,26,1.5328000000000000,0.00500000000000000000,0.12973333333333333333
2015-05-02 20:00:00-05,26,0.54963333333333333333,0.00500000000000000000,0.00435000000000000000
2015-05-02 21:00:00-05,26,2.0297166666666667,0.00500000000000000000,0.00485000000000000000
2015-05-02 22:00:00-05,26,4.6855666666666667,2.3798166666666667,0.00505000000000000000
2015-05-02 23:00:00-05,26,2.4366500000000000,1.5025666666666667,0.00061666666666666667
2015-05-03 00:00:00-05,26,1.4056833333333333,0.09100000000000000000,0.00028333333333333333
2015-05-03 01:00:00-05,26,0.73530000000000000000,0.06975000000000000000,-0.00116666666666666667
2015-05-03 02:00:00-05,26,0.47291666666666666667,0.00500000000000000000,-0.00116666666666666667
2015-05-03 03:00:00-05,26,0.40600000000000000000,0.00500000000000000000,-0.00175000000000000000
2015-05-03 04:00:00-05,26,0.46353333333333333333,0.00500000000000000000,-0.00126666666666666667
2015-05-03 05:00:00-05,26,0.51996666666666666667,0.00500000000000000000,-0.00156666666666666667
2015-05-03 06:00:00-05,26,0.54646666666666666667,0.00500000000000000000,-0.00220000000000000000
2015-05-03 07:00:00-05,26,0.42960000000000000000,0.00500000000000000000,0.20311666666666666667
2015-05-03 08:00:00-05,26,2.0997666666666667,1.7066833333333333,1.1433000000000000
2015-05-03 09:00:00-05,26,1.8705333333333333,1.5045833333333333,2.3836500000000000
2015-05-03 10:00:00-05,26,1.2632500000000000,0.81183333333333333333,3.0687833333333333
2015-05-03 11:00:00-05,26,0.67221666666666666667,0.09411666666666666667,3.0355500000000000
2015-05-03 12:00:00-05,26,0.80826666666666666667,0.09058333333333333333,3.4541666666666667
2015-05-03 13:00:00-05,26,0.78311666666666666667,0.00953333333333333333,3.4092333333333333
2015-05-03 14:00:00-05,26,0.78001666666666666667,0.00500000000000000000,3.6636666666666667
2015-05-03 15:00:00-05,26,0.71836666666666666667,0.00500000000000000000,3.3176500000000000
2015-05-03 16:00:00-05,26,0.69285000000000000000,0.00500000000000000000,2.9742666666666667
2015-05-03 17:00:00-05,26,1.4576000000000000,0.00500000000000000000,1.7424666666666667
2015-05-03 18:00:00-05,26,3.7147500000000000,1.0465500000000000,0.44110000000000000000
2015-05-03 19:00:00-05,26,3.9033500000000000,0.24076666666666666667,0.20593333333333333333
2015-05-03 20:00:00-05,26,2.4378500000000000,0.09030000000000000000,0.01253333333333333333
2015-05-03 21:00:00-05,26,2.9954833333333333,0.08996666666666666667,0.00691666666666666667
2015-05-03 22:00:00-05,26,3.0731500000000000,0.06270000000000000000,0.00618333333333333333
2015-05-03 23:00:00-05,26,0.57250000000000000000,0.00500000000000000000,0.00073333333333333333
2015-05-04 00:00:00-05,26,0.47718333333333333333,0.00500000000000000000,-0.00038333333333333333
2015-05-04 01:00:00-05,26,0.48195000000000000000,0.00500000000000000000,-0.00063333333333333333
2015-05-04 02:00:00-05,26,0.48308333333333333333,0.00500000000000000000,-0.00061666666666666667
2015-05-04 03:00:00-05,26,1.1934500000000000,0.00500000000000000000,0.00111666666666666667
2015-05-04 04:00:00-05,26,0.57275000000000000000,0.00500000000000000000,0.000066666666666666666667
2015-05-04 05:00:00-05,26,0.39148333333333333333,0.00500000000000000000,-0.000083333333333333333333
2015-05-04 06:00:00-05,26,0.58253333333333333333,0.00500000000000000000,-0.00143333333333333333
2015-05-04 07:00:00-05,26,1.0232833333333333,0.06576666666666666667,0.13096666666666666667
2015-05-04 08:00:00-05,26,0.45868333333333333333,0.00500000000000000000,0.57428333333333333333
2015-05-04 09:00:00-05,26,0.29520000000000000000,0.00500000000000000000,1.5531666666666667
